"","reclat","reclong","lat_lng"
"2511",-76.6981,159.2594,"-76.6981,159.2594"
"2512",-76.7061,159.4114,"-76.7061,159.4114"
"2513",-76.7166,158.7307,"-76.7166,158.7307"
"2514",-76.7078,159.3772,"-76.7078,159.3772"
"2515",-76.6942,159.3936,"-76.6942,159.3936"
"2516",-76.6797,159.3364,"-76.6797,159.3364"
"2517",-76.6889,159.3642,"-76.6889,159.3642"
"2518",-76.6881,159.3614,"-76.6881,159.3614"
"2519",-76.6875,159.3536,"-76.6875,159.3536"
"2520",-76.6961,159.3878,"-76.6961,159.3878"
"2521",-76.6726,159.2767,"-76.6726,159.2767"
"2522",-76.659,159.344,"-76.659,159.344"
"2523",-76.7101,158.7826,"-76.7101,158.7826"
"2524",-76.6997,159.3989,"-76.6997,159.3989"
"2525",-76.8222,158.183,"-76.8222,158.183"
"2526",-76.6911,159.387,"-76.6911,159.387"
"2527",-76.7733,159.2786,"-76.7733,159.2786"
"2528",-76.698,159.3378,"-76.698,159.3378"
"2529",-76.7008,159.4031,"-76.7008,159.4031"
"2530",-76.7648,159.2934,"-76.7648,159.2934"
"2531",-76.7118,158.7867,"-76.7118,158.7867"
"2532",-76.6776,159.3112,"-76.6776,159.3112"
"2533",-76.6593,159.3437,"-76.6593,159.3437"
"2534",-76.7067,159.4142,"-76.7067,159.4142"
"2535",-76.7008,159.4022,"-76.7008,159.4022"
"2536",-76.7122,159.3458,"-76.7122,159.3458"
"2537",-76.695,159.3867,"-76.695,159.3867"
"2538",-76.7036,159.36,"-76.7036,159.36"
"2539",-76.6872,159.2631,"-76.6872,159.2631"
"2540",-76.6615,159.3323,"-76.6615,159.3323"
"2541",-76.7172,158.7303,"-76.7172,158.7303"
"2542",-76.7014,159.4003,"-76.7014,159.4003"
"2543",-76.6729,159.2798,"-76.6729,159.2798"
"2544",-76.6983,159.3967,"-76.6983,159.3967"
"2545",-76.6892,159.3642,"-76.6892,159.3642"
"2546",-76.6808,159.3444,"-76.6808,159.3444"
"2547",-76.6595,159.3125,"-76.6595,159.3125"
"2548",-76.69,159.36,"-76.69,159.36"
"2549",-76.7147,158.7767,"-76.7147,158.7767"
"2550",-76.6939,159.3942,"-76.6939,159.3942"
"2551",-76.6886,159.3689,"-76.6886,159.3689"
"2552",-76.6858,159.3431,"-76.6858,159.3431"
"2553",-76.6917,159.3903,"-76.6917,159.3903"
"2554",-76.6908,159.355,"-76.6908,159.355"
"2555",-76.6842,159.3414,"-76.6842,159.3414"
"2556",-76.6889,159.3472,"-76.6889,159.3472"
"2557",-76.7137,158.7794,"-76.7137,158.7794"
"2558",-76.6975,159.3972,"-76.6975,159.3972"
"2559",-76.6808,159.3458,"-76.6808,159.3458"
"2560",-76.7092,159.3592,"-76.7092,159.3592"
"2561",-76.6881,159.3558,"-76.6881,159.3558"
"2562",-76.7067,159.3097,"-76.7067,159.3097"
"2563",-76.6911,159.2958,"-76.6911,159.2958"
"2564",-76.6925,159.3911,"-76.6925,159.3911"
"2565",-76.6715,159.2825,"-76.6715,159.2825"
"2566",-76.6768,159.2675,"-76.6768,159.2675"
"2567",-76.6931,159.2997,"-76.6931,159.2997"
"2568",-76.7475,159.3764,"-76.7475,159.3764"
"2569",-76.6842,159.3572,"-76.6842,159.3572"
"2570",-76.6919,159.3905,"-76.6919,159.3905"
"2571",-76.6886,159.383,"-76.6886,159.383"
"2572",33.1,-96.7,"33.1,-96.7"
"2573",33.1,-102.95,"33.1,-102.95"
"2574",39.6,-100.1167,"39.6,-100.1167"
"2575",30.6667,-5.1667,"30.6667,-5.1667"
"2576",49.7667,18.25,"49.7667,18.25"
"2577",40.5667,-110.4833,"40.5667,-110.4833"
"2578",43.3222,-96.2889,"43.3222,-96.2889"
"2579",24.9478,6.9431,"24.9478,6.9431"
"2580",35.1667,-97.8833,"35.1667,-97.8833"
"2581",20.5833,-104.0667,"20.5833,-104.0667"
"2582",40.8,-99.2,"40.8,-99.2"
"2583",49.65,29.6333,"49.65,29.6333"
"2584",44.25,-88.25,"44.25,-88.25"
"2585",52.3333,-104.8667,"52.3333,-104.8667"
"2586",45.2,-93.4333,"45.2,-93.4333"
"2587",32.7346,-2.958,"32.7346,-2.958"
"2588",39.3333,-97.5617,"39.3333,-97.5617"
"2589",-21.6597,140.9069,"-21.6597,140.9069"
"2590",40.9018,-118.5447,"40.9018,-118.5447"
"2591",37.0833,-98.05,"37.0833,-98.05"
"2592",32.0058,-106.5603,"32.0058,-106.5603"
"2593",33.7825,-102.1811,"33.7825,-102.1811"
"2594",66.9,164.2,"66.9,164.2"
"2595",31.6667,-4.0667,"31.6667,-4.0667"
"2596",33.45,-111.5167,"33.45,-111.5167"
"2597",39.75,-105.2,"39.75,-105.2"
"2598",17.7,-97,"17.7,-97"
"2599",53.3,126.1167,"53.3,126.1167"
"2600",38.8,-102.2,"38.8,-102.2"
"2601",29.06,74.44,"29.06,74.44"
"2602",55.1417,48.2,"55.1417,48.2"
"2603",41.4167,-99.1,"41.4167,-99.1"
"2604",34.15,-103.22,"34.15,-103.22"
"2605",38.6887,-109.5852,"38.6887,-109.5852"
"2606",18.2123,10.1777,"18.2123,10.1777"
"2607",37.2667,-97.7667,"37.2667,-97.7667"
"2608",30.3333,-109.9833,"30.3333,-109.9833"
"2609",31.5939,-111.3702,"31.5939,-111.3702"
"2610",44.6,-94.1,"44.6,-94.1"
"2611",18.673,7.3422,"18.673,7.3422"
"2612",-23.3333,134.6667,"-23.3333,134.6667"
"2613",47,88,"47,88"
"2614",39.7667,-102.1333,"39.7667,-102.1333"
"2615",-26.5,141.0833,"-26.5,141.0833"
"2616",20.6,52.5,"20.6,52.5"
"2617",39.3,-103.25,"39.3,-103.25"
"2618",-29.0667,139.9167,"-29.0667,139.9167"
"2619",-25.4333,17.9167,"-25.4333,17.9167"
"2620",35.5833,-82.5333,"35.5833,-82.5333"
"2621",35.25,-112.5,"35.25,-112.5"
"2622",32.9,-102.2833,"32.9,-102.2833"
"2623",21.875,49.7194,"21.875,49.7194"
"2624",29.3594,14.2553,"29.3594,14.2553"
"2625",29.3797,14.2697,"29.3797,14.2697"
"2626",29.3583,14.2483,"29.3583,14.2483"
"2627",29.3658,14.2761,"29.3658,14.2761"
"2628",29.3945,14.2923,"29.3945,14.2923"
"2629",26,92,"26,92"
"2630",19.2667,5.9167,"19.2667,5.9167"
"2631",22.75,51.1667,"22.75,51.1667"
"2632",21.2542,55.305,"21.2542,55.305"
"2633",-72.8333,24.5,"-72.8333,24.5"
"2634",-72,26,"-72,26"
"2635",23.9861,32.6236,"23.9861,32.6236"
"2636",31.8,-92.75,"31.8,-92.75"
"2637",37.25,-98.1333,"37.25,-98.1333"
"2638",40.5167,-103.2667,"40.5167,-103.2667"
"2639",34.3806,-114.1671,"34.3806,-114.1671"
"2640",32.6333,-85.5,"32.6333,-85.5"
"2641",38.1667,-79.0833,"38.1667,-79.0833"
"2642",48.0667,35.0833,"48.0667,35.0833"
"2643",36.3333,-105.05,"36.3333,-105.05"
"2644",-26.6667,16.25,"-26.6667,16.25"
"2645",-30.85,122.3167,"-30.85,122.3167"
"2646",31.66,-96.9717,"31.66,-96.9717"
"2647",17.7579,53.9903,"17.7579,53.9903"
"2648",-31.6167,118.0333,"-31.6167,118.0333"
"2649",36.3,-82.8833,"36.3,-82.8833"
"2650",49.3222,1.3656,"49.3222,1.3656"
"2651",26.2,-107.8333,"26.2,-107.8333"
"2652",34.6133,-113.399,"34.6133,-113.399"
"2653",44.3167,9.9833,"44.3167,9.9833"
"2654",38.6,58,"38.6,58"
"2655",41.2833,-77.05,"41.2833,-77.05"
"2656",-22.75,120.8333,"-22.75,120.8333"
"2657",-37.5708,143.8253,"-37.5708,143.8253"
"2658",31.7667,-99.9833,"31.7667,-99.9833"
"2659",-27.7,115.7667,"-27.7,115.7667"
"2660",-7.5313,-46.0412,"-7.5313,-46.0412"
"2661",19.0883,99.0139,"19.0883,99.0139"
"2662",-23.3,-69.8833,"-23.3,-69.8833"
"2663",-21.2167,-43.9333,"-21.2167,-43.9333"
"2664",45.0578,9.1956,"45.0578,9.1956"
"2665",46.1,12.35,"46.1,12.35"
"2666",-28.0833,-69.3333,"-28.0833,-69.3333"
"2667",-35.3,144.5667,"-35.3,144.5667"
"2668",30.7833,-103.4667,"30.7833,-103.4667"
"2669",30.8333,-97.5,"30.8333,-97.5"
"2670",46.7,113.2833,"46.7,113.2833"
"2671",34,-101.5,"34,-101.5"
"2672",-80.25,153.5,"-80.25,153.5"
"2673",43.1333,-102.1,"43.1333,-102.1"
"2674",55.5487,35.2995,"55.5487,35.2995"
"2675",41.8167,-103.3667,"41.8167,-103.3667"
"2676",-33,-56,"-33,-56"
"2677",-36.8,143.55,"-36.8,143.55"
"2678",39.6,-105.3,"39.6,-105.3"
"2679",44.5,-104.2,"44.5,-104.2"
"2680",36.8,-100.5333,"36.8,-100.5333"
"2681",38.4842,-113.1364,"38.4842,-113.1364"
"2682",30.8333,-3.3333,"30.8333,-3.3333"
"2683",-76.0333,160.1833,"-76.0333,160.1833"
"2684",38.5333,-100.2167,"38.5333,-100.2167"
"2685",36.2167,-103.65,"36.2167,-103.65"
"2686",35.6612,-115.3333,"35.6612,-115.3333"
"2687",-72.5833,31.25,"-72.5833,31.25"
"2688",24.9,-105.4,"24.9,-105.4"
"2689",37.3167,-97.25,"37.3167,-97.25"
"2690",-28.0833,24.0833,"-28.0833,24.0833"
"2691",49.5,-113,"49.5,-113"
"2692",42.7333,-90.35,"42.7333,-90.35"
"2693",30.3619,5.3008,"30.3619,5.3008"
"2694",25.3333,83,"25.3333,83"
"2695",-30.75,117.7833,"-30.75,117.7833"
"2696",-10.1167,-39.2,"-10.1167,-39.2"
"2697",-37.15,148.9167,"-37.15,148.9167"
"2698",41,-97.5333,"41,-97.5333"
"2699",49.7667,14.6333,"49.7667,14.6333"
"2700",30.1667,-5.6667,"30.1667,-5.6667"
"2701",33.5833,-99.8,"33.5833,-99.8"
"2702",43.5,-101.25,"43.5,-101.25"
"2703",53.05,8.1,"53.05,8.1"
"2704",46.75,36.8167,"46.75,36.8167"
"2705",50.4385,-95.5294,"50.4385,-95.5294"
"2706",34.2333,-103.3833,"34.2333,-103.3833"
"2707",34.2467,-103.395,"34.2467,-103.395"
"2708",39.3,-102.4167,"39.3,-102.4167"
"2709",45.4633,55.235,"45.4633,55.235"
"2710",-31.0167,131.3167,"-31.0167,131.3167"
"2711",-31.033,131.2855,"-31.033,131.2855"
"2712",-31.0196,131.3039,"-31.0196,131.3039"
"2713",-31.0328,131.2855,"-31.0328,131.2855"
"2714",33.7133,-113.275,"33.7133,-113.275"
"2715",-30.55,130.9667,"-30.55,130.9667"
"2716",67.3,160.8,"67.3,160.8"
"2717",37.0667,-93.55,"37.0667,-93.55"
"2718",-30.1333,126.3667,"-30.1333,126.3667"
"2719",-34.3167,149.3833,"-34.3167,149.3833"
"2720",-29.8833,150.5667,"-29.8833,150.5667"
"2721",-31.4875,122.1239,"-31.4875,122.1239"
"2722",-34.225,146.3817,"-34.225,146.3817"
"2723",19.4167,51.0333,"19.4167,51.0333"
"2724",31.6667,8.4167,"31.6667,8.4167"
"2725",25.5712,12.3712,"25.5712,12.3712"
"2726",31.481,9.8407,"31.481,9.8407"
"2727",31.9383,10.284,"31.9383,10.284"
"2728",31.4997,9.8772,"31.4997,9.8772"
"2729",31.8716,10.1936,"31.8716,10.1936"
"2730",31.8969,10.1957,"31.8969,10.1957"
"2731",31.8983,10.1953,"31.8983,10.1953"
"2732",31.9218,10.1875,"31.9218,10.1875"
"2733",31.9264,10.1896,"31.9264,10.1896"
"2734",51.95,62.2,"51.95,62.2"
"2735",38,-108.5,"38,-108.5"
"2736",38.3067,-99.71,"38.3067,-99.71"
"2737",49.9667,6.5333,"49.9667,6.5333"
"2738",35.5833,-82.35,"35.5833,-82.35"
"2739",40.8672,-119.1835,"40.8672,-119.1835"
"2740",34.2058,-103.2222,"34.2058,-103.2222"
"2741",40.5,-101.0833,"40.5,-101.0833"
"2742",52.77,-106.8967,"52.77,-106.8967"
"2743",39.9167,-101.2,"39.9167,-101.2"
"2744",-25,-69.5,"-25,-69.5"
"2745",33.5917,-103.0267,"33.5917,-103.0267"
"2746",45.5,-77,"45.5,-77"
"2747",38.6617,-115.5183,"38.6617,-115.5183"
"2748",-41.1833,148.0333,"-41.1833,148.0333"
"2749",35.8675,-114.1917,"35.8675,-114.1917"
"2750",35.2667,-107.9667,"35.2667,-107.9667"
"2751",40.2495,-118.9368,"40.2495,-118.9368"
"2752",40.2415,-118.9476,"40.2415,-118.9476"
"2753",40.2675,-118.9431,"40.2675,-118.9431"
"2754",40.2754,-118.9461,"40.2754,-118.9461"
"2755",40.2856,-118.9466,"40.2856,-118.9466"
"2756",40.2834,-118.9481,"40.2834,-118.9481"
"2757",40.2825,-118.9487,"40.2825,-118.9487"
"2758",40.2796,-118.9464,"40.2796,-118.9464"
"2759",40.2628,-118.9591,"40.2628,-118.9591"
"2760",40.2667,-118.9333,"40.2667,-118.9333"
"2761",40.2819,-118.9469,"40.2819,-118.9469"
"2762",29.8786,-96.8722,"29.8786,-96.8722"
"2763",29.8631,-96.9267,"29.8631,-96.9267"
"2764",-26.9238,-49.0588,"-26.9238,-49.0588"
"2765",33.6517,-103.7083,"33.6517,-103.7083"
"2766",-17.1667,-43.8333,"-17.1667,-43.8333"
"2767",57.85,114.2,"57.85,114.2"
"2768",29.8,-98.8,"29.8,-98.8"
"2769",52.5,68.8,"52.5,68.8"
"2770",49.05,13.7667,"49.05,13.7667"
"2771",57.6333,83.3667,"57.6333,83.3667"
"2772",-23.5,133.8333,"-23.5,133.8333"
"2773",13.5167,122.45,"13.5167,122.45"
"2774",26.2667,-81.75,"26.2667,-81.75"
"2775",37.2167,-117.0833,"37.2167,-117.0833"
"2776",-31.15,149.1167,"-31.15,149.1167"
"2777",-30.0667,141.0667,"-30.0667,141.0667"
"2778",-29.4667,128.35,"-29.4667,128.35"
"2779",33.2667,-116.3833,"33.2667,-116.3833"
"2780",37.5,-79.75,"37.5,-79.75"
"2781",31.1564,-5.1526,"31.1564,-5.1526"
"2782",28.3125,0.2333,"28.3125,0.2333"
"2783",26.6325,-12.8102,"26.6325,-12.8102"
"2784",26.7485,-12.7098,"26.7485,-12.7098"
"2785",26.8109,-12.7186,"26.8109,-12.7186"
"2786",26.707,-12.759,"26.707,-12.759"
"2787",26.819,-12.724,"26.819,-12.724"
"2788",31.9833,-3.2,"31.9833,-3.2"
"2789",34.685,-114.323,"34.685,-114.323"
"2790",10.2667,40.5667,"10.2667,40.5667"
"2791",33.9667,-114.0667,"33.9667,-114.0667"
"2792",44.9222,5.2678,"44.9222,5.2678"
"2793",-33,26.4,"-33,26.4"
"2794",-83.5,165,"-83.5,165"
"2795",48.6833,-97.1667,"48.6833,-97.1667"
"2796",48.7833,-97.35,"48.7833,-97.35"
"2797",-22.6167,135.2,"-22.6167,135.2"
"2798",-31.3,138.3833,"-31.3,138.3833"
"2799",31.05,-99.4667,"31.05,-99.4667"
"2800",52.5,30.3333,"52.5,30.3333"
"2801",41.1533,-96.955,"41.1533,-96.955"
"2802",40.81,-101.8017,"40.81,-101.8017"
"2803",37.5825,-99.1636,"37.5825,-99.1636"
"2804",39.25,-101.3333,"39.25,-101.3333"
"2805",35.7167,-81.8667,"35.7167,-81.8667"
"2806",40.6667,-104.3167,"40.6667,-104.3167"
"2807",34.35,-101.4,"34.35,-101.4"
"2808",36.5667,-82.1833,"36.5667,-82.1833"
"2809",-30.5833,23.55,"-30.5833,23.55"
"2810",41.4333,-99.7,"41.4333,-99.7"
"2811",-31.8333,141.7667,"-31.8333,141.7667"
"2812",33.2833,-102.9667,"33.2833,-102.9667"
"2813",33.275,-102.96,"33.275,-102.96"
"2814",38.6967,-99.7083,"38.6967,-99.7083"
"2815",33.2167,-102.1833,"33.2167,-102.1833"
"2816",33.135,-102.2783,"33.135,-102.2783"
"2817",38.295,-121.405,"38.295,-121.405"
"2818",63.1167,14.2833,"63.1167,14.2833"
"2819",52.2667,-105.35,"52.2667,-105.35"
"2820",34.7245,-114.2088,"34.7245,-114.2088"
"2821",34.7324,-114.2226,"34.7324,-114.2226"
"2822",34.7193,-114.2078,"34.7193,-114.2078"
"2823",34.7345,-114.2172,"34.7345,-114.2172"
"2824",34.7011,-114.1885,"34.7011,-114.1885"
"2825",34.7034,-114.191,"34.7034,-114.191"
"2826",-32.9556,136.1375,"-32.9556,136.1375"
"2827",50.5667,114.9,"50.5667,114.9"
"2828",29.8,-107.55,"29.8,-107.55"
"2829",32.2461,-99.9931,"32.2461,-99.9931"
"2830",-29.6292,116.4822,"-29.6292,116.4822"
"2831",38.8483,-98.7238,"38.8483,-98.7238"
"2832",3.9833,41.65,"3.9833,41.65"
"2833",38.2333,-99.5333,"38.2333,-99.5333"
"2834",66.4,137.4667,"66.4,137.4667"
"2835",32.0333,-99.25,"32.0333,-99.25"
"2836",63.8,149,"63.8,149"
"2837",42.75,-75.1833,"42.75,-75.1833"
"2838",-32.05,126.1667,"-32.05,126.1667"
"2839",39.8667,-106.8833,"39.8667,-106.8833"
"2840",35.3333,-99.15,"35.3333,-99.15"
"2841",-31.9667,125.8333,"-31.9667,125.8333"
"2842",50.65,-109.9,"50.65,-109.9"
"2843",-30,20,"-30,20"
"2844",41.2333,-103.9,"41.2333,-103.9"
"2845",38.3,-94.3667,"38.3,-94.3667"
"2846",24.5,-104.8,"24.5,-104.8"
"2847",-36.4,-59.5,"-36.4,-59.5"
"2848",35,-98.3333,"35,-98.3333"
"2849",-34.0667,139.75,"-34.0667,139.75"
"2850",-27.05,-70.8,"-27.05,-70.8"
"2851",37.0333,-97.625,"37.0333,-97.625"
"2852",-24.266,-70.0333,"-24.266,-70.0333"
"2853",-24.25,-70.5167,"-24.25,-70.5167"
"2854",36.0833,-92.15,"36.0833,-92.15"
"2855",28.4167,-98.25,"28.4167,-98.25"
"2856",43.2,-78.8,"43.2,-78.8"
"2857",-30.3167,126.6167,"-30.3167,126.6167"
"2858",-30.0833,126.6167,"-30.0833,126.6167"
"2859",-30.1167,126.9167,"-30.1167,126.9167"
"2860",-30.3167,126.5667,"-30.3167,126.5667"
"2861",-30.2833,126.5167,"-30.2833,126.5167"
"2862",-30.2917,126.5875,"-30.2917,126.5875"
"2863",-30.1085,126.6248,"-30.1085,126.6248"
"2864",-30.1197,126.8835,"-30.1197,126.8835"
"2865",-30.1255,126.89,"-30.1255,126.89"
"2866",-30.134,126.8915,"-30.134,126.8915"
"2867",-30.1333,126.8905,"-30.1333,126.8905"
"2868",-30.1243,126.8867,"-30.1243,126.8867"
"2869",-30.1197,126.8985,"-30.1197,126.8985"
"2870",-30.1188,126.8853,"-30.1188,126.8853"
"2871",-30.022,126.5525,"-30.022,126.5525"
"2872",-30.0225,126.552,"-30.0225,126.552"
"2873",-30.0797,126.8892,"-30.0797,126.8892"
"2874",-30.0638,126.8842,"-30.0638,126.8842"
"2875",-30.0855,126.9012,"-30.0855,126.9012"
"2876",-30.0873,126.9017,"-30.0873,126.9017"
"2877",-30.0987,126.8855,"-30.0987,126.8855"
"2878",-30.0987,126.8853,"-30.0987,126.8853"
"2879",-30.0917,126.8888,"-30.0917,126.8888"
"2880",-30.1845,126.6837,"-30.1845,126.6837"
"2881",-30.1842,126.7,"-30.1842,126.7"
"2882",-30.3167,126.6,"-30.3167,126.6"
"2883",-30.1168,126.8755,"-30.1168,126.8755"
"2884",-30.1228,126.888,"-30.1228,126.888"
"2885",-30.1393,126.901,"-30.1393,126.901"
"2886",-30.1197,126.8668,"-30.1197,126.8668"
"2887",-30.107,126.8422,"-30.107,126.8422"
"2888",-30.119,126.838,"-30.119,126.838"
"2889",-30.32,126.606,"-30.32,126.606"
"2890",-30.1085,126.5272,"-30.1085,126.5272"
"2891",-30.3088,126.5845,"-30.3088,126.5845"
"2892",-30.3685,126.6125,"-30.3685,126.6125"
"2893",33.881,-111.7856,"33.881,-111.7856"
"2894",29.7725,-99.875,"29.7725,-99.875"
"2895",37.3667,-85.3667,"37.3667,-85.3667"
"2896",-14.258,-49.1592,"-14.258,-49.1592"
"2897",-27.6667,-67.1167,"-27.6667,-67.1167"
"2898",-27.4667,-60.5833,"-27.4667,-60.5833"
"2899",34.2,-84.4833,"34.2,-84.4833"
"2900",34.9667,-101.9333,"34.9667,-101.9333"
"2901",40.9,-123.1,"40.9,-123.1"
"2902",35.05,-111.0333,"35.05,-111.0333"
"2903",38.1833,-109.8833,"38.1833,-109.8833"
"2904",-33.5,26,"-33.5,26"
"2905",76.1333,-64.9333,"76.1333,-64.9333"
"2906",-45.2833,-70.4833,"-45.2833,-70.4833"
"2907",20.1259,10.2056,"20.1259,10.2056"
"2908",29.6667,-111.5,"29.6667,-111.5"
"2909",-24,-69,"-24,-69"
"2910",-32.1,125.6833,"-32.1,125.6833"
"2911",32.9175,-114.7672,"32.9175,-114.7672"
"2912",27.9333,-107.05,"27.9333,-107.05"
"2913",-29.1667,127.0833,"-29.1667,127.0833"
"2914",-29.1667,127.1667,"-29.1667,127.1667"
"2915",-29.15,127.1667,"-29.15,127.1667"
"2916",-29.1833,127.1667,"-29.1833,127.1667"
"2917",31.9167,-98.0333,"31.9167,-98.0333"
"2918",35.1667,-98.6439,"35.1667,-98.6439"
"2919",-37.9833,140.9833,"-37.9833,140.9833"
"2920",-29.2333,139.9333,"-29.2333,139.9333"
"2921",36.2667,-85.9833,"36.2667,-85.9833"
"2922",-29.75,141.0333,"-29.75,141.0333"
"2923",32,-86,"32,-86"
"2924",30.4,-107.8,"30.4,-107.8"
"2925",37.25,-85,"37.25,-85"
"2926",35.8478,-97.7033,"35.8478,-97.7033"
"2927",-33.1,-61.1333,"-33.1,-61.1333"
"2928",-22.4667,-42.2167,"-22.4667,-42.2167"
"2929",44.495,11.3556,"44.495,11.3556"
"2930",-41.5,145.4167,"-41.5,145.4167"
"2931",32.1483,-111.1117,"32.1483,-111.1117"
"2932",-25.2333,-69.7167,"-25.2333,-69.7167"
"2933",-25.2047,-69.8286,"-25.2047,-69.8286"
"2934",51.965,-107.4383,"51.965,-107.4383"
"2935",31.7045,-110.7792,"31.7045,-110.7792"
"2936",44.2215,-98.0592,"44.2215,-98.0592"
"2937",39.7,-98.9833,"39.7,-98.9833"
"2938",29.8281,-96.9086,"29.8281,-96.9086"
"2939",34.0167,-85.2667,"34.0167,-85.2667"
"2940",34.2,-100.4833,"34.2,-100.4833"
"2941",-22.2167,-68.9083,"-22.2167,-68.9083"
"2942",-14.5332,-75.7751,"-14.5332,-75.7751"
"2943",24.3333,-102.1333,"24.3333,-102.1333"
"2944",36.2,-102.45,"36.2,-102.45"
"2945",48.45,-72.0667,"48.45,-72.0667"
"2946",-26.5,-70.25,"-26.5,-70.25"
"2947",33.2456,-111.8963,"33.2456,-111.8963"
"2948",31.3333,121.6667,"31.3333,121.6667"
"2949",35.7167,-102.2833,"35.7167,-102.2833"
"2950",23.0833,-101.0167,"23.0833,-101.0167"
"2951",69.1,172.6,"69.1,172.6"
"2952",53.6667,88,"53.6667,88"
"2953",51.5333,94.6,"51.5333,94.6"
"2954",34.7,-81.2,"34.7,-81.2"
"2955",36.0022,-116.1963,"36.0022,-116.1963"
"2956",36.5,-104.2,"36.5,-104.2"
"2957",36,-104.5,"36,-104.5"
"2958",29,-103.25,"29,-103.25"
"2959",28.6667,-106.1167,"28.6667,-106.1167"
"2960",59.3333,-136,"59.3333,-136"
"2961",14.5,-90.5,"14.5,-90.5"
"2962",51.0583,94.4,"51.0583,94.4"
"2963",20.25,-12.6833,"20.25,-12.6833"
"2964",33.0122,-114.8667,"33.0122,-114.8667"
"2965",-29.9167,129.8333,"-29.9167,129.8333"
"2966",35.25,-118.0907,"35.25,-118.0907"
"2967",33.5,-85.6667,"33.5,-85.6667"
"2968",27,-105.1,"27,-105.1"
"2969",37.85,-100.35,"37.85,-100.35"
"2970",39.1167,-84.5,"39.1167,-84.5"
"2971",34.0281,-102.68,"34.0281,-102.68"
"2972",34.905,-100.9133,"34.905,-100.9133"
"2973",34.9361,-100.9417,"34.9361,-100.9417"
"2974",43.7,-104.7,"43.7,-104.7"
"2975",12.5,-137.7,"12.5,-137.7"
"2976",38,-84.1667,"38,-84.1667"
"2977",34.3467,-101.49,"34.3467,-101.49"
"2978",34.3483,-101.6583,"34.3483,-101.6583"
"2979",32.3167,-97.4167,"32.3167,-97.4167"
"2980",36.4333,-98.4333,"36.4333,-98.4333"
"2981",34.8833,-84.7833,"34.8833,-84.7833"
"2982",39.1,-103.2583,"39.1,-103.2583"
"2983",36.0833,-84.2,"36.0833,-84.2"
"2984",11.7,-137.8,"11.7,-137.8"
"2985",34.45,-111.3667,"34.45,-111.3667"
"2986",34.3,-103.1347,"34.3,-103.1347"
"2987",34.3,-103.1333,"34.3,-103.1333"
"2988",28.7,-102.7333,"28.7,-102.7333"
"2989",-22.5667,-70.25,"-22.5667,-70.25"
"2990",-26.6667,120.1667,"-26.6667,120.1667"
"2991",-32.1333,141.0333,"-32.1333,141.0333"
"2992",-31.9333,126.2167,"-31.9333,126.2167"
"2993",-32.8167,134.8,"-32.8167,134.8"
"2994",37.0167,-95.6667,"37.0167,-95.6667"
"2995",39.4167,-101.05,"39.4167,-101.05"
"2996",55.1833,-162.55,"55.1833,-162.55"
"2997",37.2667,-99.3333,"37.2667,-99.3333"
"2998",41.35,-99.1167,"41.35,-99.1167"
"2999",35.3,-81.7333,"35.3,-81.7333"
"3000",37.4333,-3.65,"37.4333,-3.65"
"3001",24.0167,-104.6667,"24.0167,-104.6667"
"3002",35.35,-98.6833,"35.35,-98.6833"
"3003",38.8333,-104.8333,"38.8333,-104.8333"
"3004",46.5706,-117.0986,"46.5706,-117.0986"
"3005",31.8297,-107.3945,"31.8297,-107.3945"
"3006",-29.6,126.5067,"-29.6,126.5067"
"3007",-29.785,126.5883,"-29.785,126.5883"
"3008",32.0167,-98.7,"32.0167,-98.7"
"3009",31.9917,-98.6517,"31.9917,-98.6517"
"3010",-31.2,138.3,"-31.2,138.3"
"3011",40.2667,-94.6833,"40.2667,-94.6833"
"3012",32,-101.5,"32,-101.5"
"3013",44.0833,-1.3167,"44.0833,-1.3167"
"3014",-30.3333,130.5333,"-30.3333,130.5333"
"3015",-30.25,130.6667,"-30.25,130.6667"
"3016",-30.3183,129.0633,"-30.3183,129.0633"
"3017",-30.7017,130.4561,"-30.7017,130.4561"
"3018",-30.2483,130.5408,"-30.2483,130.5408"
"3019",-30.5068,130.404,"-30.5068,130.404"
"3020",-30.6167,130.4167,"-30.6167,130.4167"
"3021",-30.1697,130.7053,"-30.1697,130.7053"
"3022",-30.2343,130.6007,"-30.2343,130.6007"
"3023",-30.9138,130.9039,"-30.9138,130.9039"
"3024",-30.9477,130.9086,"-30.9477,130.9086"
"3025",36.1667,-85.5167,"36.1667,-85.5167"
"3026",-34.9667,148.125,"-34.9667,148.125"
"3027",-34.8167,147.1333,"-34.8167,147.1333"
"3028",38.0333,-101.9833,"38.0333,-101.9833"
"3029",-35.4167,139.75,"-35.4167,139.75"
"3030",35,-111,"35,-111"
"3031",-29.85,140.7,"-29.85,140.7"
"3032",36.4333,-87,"36.4333,-87"
"3033",-30.45,126.1,"-30.45,126.1"
"3034",39.6667,-102.8333,"39.6667,-102.8333"
"3035",39.6833,-102.845,"39.6833,-102.845"
"3036",-27.3,-70.4,"-27.3,-70.4"
"3037",34.3033,-112.1662,"34.3033,-112.1662"
"3038",35.405,-98.7489,"35.405,-98.7489"
"3039",-33.0667,-61,"-33.0667,-61"
"3040",-36,146.3667,"-36,146.3667"
"3041",34.95,-107.1667,"34.95,-107.1667"
"3042",-26.0333,-70.3333,"-26.0333,-70.3333"
