"","reclat","reclong","lat_lng"
"7702",-72.9527,160.4837,"-72.9527,160.4837"
"7703",-72.9524,160.4852,"-72.9524,160.4852"
"7704",-72.9531,160.4868,"-72.9531,160.4868"
"7705",-72.9525,160.4893,"-72.9525,160.4893"
"7706",-72.9524,160.4908,"-72.9524,160.4908"
"7707",-72.9531,160.4963,"-72.9531,160.4963"
"7708",-72.9529,160.4796,"-72.9529,160.4796"
"7709",-72.9527,160.4821,"-72.9527,160.4821"
"7710",-72.952,160.4872,"-72.952,160.4872"
"7711",-72.9523,160.5038,"-72.9523,160.5038"
"7712",-72.952,160.5062,"-72.952,160.5062"
"7713",-72.9519,160.5196,"-72.9519,160.5196"
"7714",-72.9523,160.4837,"-72.9523,160.4837"
"7715",-72.9642,160.5107,"-72.9642,160.5107"
"7716",-72.9518,160.5068,"-72.9518,160.5068"
"7717",-72.9505,160.4636,"-72.9505,160.4636"
"7718",-72.9508,160.4584,"-72.9508,160.4584"
"7719",-72.9516,160.4502,"-72.9516,160.4502"
"7720",-72.9533,160.446,"-72.9533,160.446"
"7721",-72.9521,160.4646,"-72.9521,160.4646"
"7722",-72.9666,160.5276,"-72.9666,160.5276"
"7723",-72.9524,160.5033,"-72.9524,160.5033"
"7724",-72.9513,160.5154,"-72.9513,160.5154"
"7725",-72.9506,160.5172,"-72.9506,160.5172"
"7726",-72.9519,160.5076,"-72.9519,160.5076"
"7727",-72.9524,160.4698,"-72.9524,160.4698"
"7728",-72.9631,160.4999,"-72.9631,160.4999"
"7729",-72.9528,160.4851,"-72.9528,160.4851"
"7730",-72.9514,160.5109,"-72.9514,160.5109"
"7731",-72.9514,160.465,"-72.9514,160.465"
"7732",-72.9516,160.4617,"-72.9516,160.4617"
"7733",-72.9519,160.4563,"-72.9519,160.4563"
"7734",-72.9543,160.4286,"-72.9543,160.4286"
"7735",-72.9531,160.4536,"-72.9531,160.4536"
"7736",-72.9529,160.453,"-72.9529,160.453"
"7737",-72.9549,160.4733,"-72.9549,160.4733"
"7738",-72.9573,160.4704,"-72.9573,160.4704"
"7739",-72.955,160.4802,"-72.955,160.4802"
"7740",-72.955,160.4383,"-72.955,160.4383"
"7741",-72.955,160.4918,"-72.955,160.4918"
"7742",-72.9555,160.4407,"-72.9555,160.4407"
"7743",-72.973,160.4844,"-72.973,160.4844"
"7744",-72.9534,160.5217,"-72.9534,160.5217"
"7745",-72.9538,160.5065,"-72.9538,160.5065"
"7746",-72.954,160.5224,"-72.954,160.5224"
"7747",-72.9549,160.4416,"-72.9549,160.4416"
"7748",-72.9553,160.4386,"-72.9553,160.4386"
"7749",-72.954,160.5041,"-72.954,160.5041"
"7750",-72.9556,160.4478,"-72.9556,160.4478"
"7751",-72.954,160.5037,"-72.954,160.5037"
"7752",-72.9541,160.5052,"-72.9541,160.5052"
"7753",-72.9536,160.5095,"-72.9536,160.5095"
"7754",-72.9535,160.5141,"-72.9535,160.5141"
"7755",-72.9531,160.5236,"-72.9531,160.5236"
"7756",-72.9526,160.5268,"-72.9526,160.5268"
"7757",-72.9556,160.4646,"-72.9556,160.4646"
"7758",-72.9556,160.4523,"-72.9556,160.4523"
"7759",-72.9531,160.45,"-72.9531,160.45"
"7760",-72.9533,160.4393,"-72.9533,160.4393"
"7761",-72.9544,160.4991,"-72.9544,160.4991"
"7762",-72.9543,160.5014,"-72.9543,160.5014"
"7763",-72.954,160.504,"-72.954,160.504"
"7764",-72.9538,160.5041,"-72.9538,160.5041"
"7765",-72.9539,160.5063,"-72.9539,160.5063"
"7766",-72.9675,160.4435,"-72.9675,160.4435"
"7767",-72.9581,160.488,"-72.9581,160.488"
"7768",-72.9562,160.4385,"-72.9562,160.4385"
"7769",-72.956,160.4386,"-72.956,160.4386"
"7770",-72.9534,160.5251,"-72.9534,160.5251"
"7771",-72.9549,160.438,"-72.9549,160.438"
"7772",-72.9556,160.4386,"-72.9556,160.4386"
"7773",-72.9535,160.5251,"-72.9535,160.5251"
"7774",-72.9562,160.4386,"-72.9562,160.4386"
"7775",-72.9551,160.4386,"-72.9551,160.4386"
"7776",-72.9558,160.4386,"-72.9558,160.4386"
"7777",-72.9554,160.438,"-72.9554,160.438"
"7778",-72.9527,160.5152,"-72.9527,160.5152"
"7779",-72.9555,160.438,"-72.9555,160.438"
"7780",-72.9542,160.5251,"-72.9542,160.5251"
"7781",-72.9556,160.4385,"-72.9556,160.4385"
"7782",-72.9528,160.5147,"-72.9528,160.5147"
"7783",-72.9533,160.4409,"-72.9533,160.4409"
"7784",-72.9531,160.4378,"-72.9531,160.4378"
"7785",-72.9546,160.5037,"-72.9546,160.5037"
"7786",-72.9543,160.5022,"-72.9543,160.5022"
"7787",-72.9543,160.5013,"-72.9543,160.5013"
"7788",-72.9531,160.4409,"-72.9531,160.4409"
"7789",-72.9543,160.5007,"-72.9543,160.5007"
"7790",-72.9546,160.5022,"-72.9546,160.5022"
"7791",-72.9536,160.443,"-72.9536,160.443"
"7792",-72.9561,160.4523,"-72.9561,160.4523"
"7793",-72.9556,160.4584,"-72.9556,160.4584"
"7794",-72.9897,160.4114,"-72.9897,160.4114"
"7795",-72.9944,160.4111,"-72.9944,160.4111"
"7796",-72.9548,160.4924,"-72.9548,160.4924"
"7797",-72.9573,160.4985,"-72.9573,160.4985"
"7798",-72.9531,160.4485,"-72.9531,160.4485"
"7799",-72.9533,160.4461,"-72.9533,160.4461"
"7800",-72.9567,160.4317,"-72.9567,160.4317"
"7801",-72.9554,160.4386,"-72.9554,160.4386"
"7802",-72.9539,160.5065,"-72.9539,160.5065"
"7803",-72.9539,160.5126,"-72.9539,160.5126"
"7804",-72.9534,160.5221,"-72.9534,160.5221"
"7805",-72.9534,160.5129,"-72.9534,160.5129"
"7806",-72.954,160.5366,"-72.954,160.5366"
"7807",-72.9549,160.4343,"-72.9549,160.4343"
"7808",-72.9549,160.4447,"-72.9549,160.4447"
"7809",-72.9549,160.4428,"-72.9549,160.4428"
"7810",-72.954,160.5019,"-72.954,160.5019"
"7811",-72.9542,160.5022,"-72.9542,160.5022"
"7812",-72.9523,160.489,"-72.9523,160.489"
"7813",-72.952,160.4844,"-72.952,160.4844"
"7814",-72.9549,160.4435,"-72.9549,160.4435"
"7815",-72.9536,160.4438,"-72.9536,160.4438"
"7816",-72.954,160.4454,"-72.954,160.4454"
"7817",-72.9549,160.4422,"-72.9549,160.4422"
"7818",-72.9561,160.4386,"-72.9561,160.4386"
"7819",-72.9556,160.4459,"-72.9556,160.4459"
"7820",-72.9544,160.4415,"-72.9544,160.4415"
"7821",-72.9532,160.4393,"-72.9532,160.4393"
"7822",-72.9622,160.4844,"-72.9622,160.4844"
"7823",-72.956,160.4478,"-72.956,160.4478"
"7824",-72.9551,160.4844,"-72.9551,160.4844"
"7825",-72.96,160.4844,"-72.96,160.4844"
"7826",-72.9541,160.5037,"-72.9541,160.5037"
"7827",-72.9534,160.5141,"-72.9534,160.5141"
"7828",-72.9531,160.5245,"-72.9531,160.5245"
"7829",-72.9527,160.5268,"-72.9527,160.5268"
"7830",-72.9556,160.4644,"-72.9556,160.4644"
"7831",-72.9531,160.4393,"-72.9531,160.4393"
"7832",-72.9556,160.4539,"-72.9556,160.4539"
"7833",-72.9556,160.4508,"-72.9556,160.4508"
"7834",-72.9556,160.4563,"-72.9556,160.4563"
"7835",-72.9543,160.5015,"-72.9543,160.5015"
"7836",-72.9535,160.5266,"-72.9535,160.5266"
"7837",-72.9556,160.5126,"-72.9556,160.5126"
"7838",-72.9556,160.4661,"-72.9556,160.4661"
"7839",-72.954,160.5381,"-72.954,160.5381"
"7840",-72.9561,160.4343,"-72.9561,160.4343"
"7841",-72.9561,160.4344,"-72.9561,160.4344"
"7842",-72.9561,160.4351,"-72.9561,160.4351"
"7843",-72.9554,160.4343,"-72.9554,160.4343"
"7844",-72.9541,160.5034,"-72.9541,160.5034"
"7845",-72.9542,160.5033,"-72.9542,160.5033"
"7846",-72.9544,160.5094,"-72.9544,160.5094"
"7847",-72.9556,160.4722,"-72.9556,160.4722"
"7848",-72.9531,160.447,"-72.9531,160.447"
"7849",-72.9549,160.4462,"-72.9549,160.4462"
"7850",-72.9549,160.4432,"-72.9549,160.4432"
"7851",-72.9567,160.4386,"-72.9567,160.4386"
"7852",-72.9908,160.4083,"-72.9908,160.4083"
"7853",-72.9531,160.4392,"-72.9531,160.4392"
"7854",-72.9536,160.4428,"-72.9536,160.4428"
"7855",-72.9561,160.4603,"-72.9561,160.4603"
"7856",-72.9561,160.4508,"-72.9561,160.4508"
"7857",-72.9908,160.5408,"-72.9908,160.5408"
"7858",-72.9559,160.5413,"-72.9559,160.5413"
"7859",-72.9556,160.5378,"-72.9556,160.5378"
"7860",-72.9557,160.5441,"-72.9557,160.5441"
"7861",-72.9917,160.4089,"-72.9917,160.4089"
"7862",-72.9558,160.5403,"-72.9558,160.5403"
"7863",-72.9555,160.4364,"-72.9555,160.4364"
"7864",-72.9551,160.4392,"-72.9551,160.4392"
"7865",-72.9558,160.4383,"-72.9558,160.4383"
"7866",-72.9547,160.4417,"-72.9547,160.4417"
"7867",-72.9531,160.4479,"-72.9531,160.4479"
"7868",-72.9556,160.4383,"-72.9556,160.4383"
"7869",-72.95,160.4333,"-72.95,160.4333"
"7870",-72.9553,160.4406,"-72.9553,160.4406"
"7871",-72.9553,160.44,"-72.9553,160.44"
"7872",-72.955,160.4408,"-72.955,160.4408"
"7873",-72.9561,160.4383,"-72.9561,160.4383"
"7874",-72.9556,160.4412,"-72.9556,160.4412"
"7875",-72.9561,160.4414,"-72.9561,160.4414"
"7876",-72.9565,160.4439,"-72.9565,160.4439"
"7877",-72.9547,160.4444,"-72.9547,160.4444"
"7878",-72.9551,160.438,"-72.9551,160.438"
"7879",-72.9549,160.4478,"-72.9549,160.4478"
"7880",-72.9549,160.4441,"-72.9549,160.4441"
"7881",-72.9556,160.4418,"-72.9556,160.4418"
"7882",-72.9555,160.4406,"-72.9555,160.4406"
"7883",-72.9556,160.4914,"-72.9556,160.4914"
"7884",-72.9681,160.4231,"-72.9681,160.4231"
"7885",-72.9558,160.4669,"-72.9558,160.4669"
"7886",-72.9528,160.5269,"-72.9528,160.5269"
"7887",-72.9697,160.4378,"-72.9697,160.4378"
"7888",-72.9714,160.4608,"-72.9714,160.4608"
"7889",-72.9539,160.5003,"-72.9539,160.5003"
"7890",-72.9544,160.4378,"-72.9544,160.4378"
"7891",-72.9933,160.4153,"-72.9933,160.4153"
"7892",-72.9817,160.4378,"-72.9817,160.4378"
"7893",-72.9897,160.4078,"-72.9897,160.4078"
"7894",-72.9531,160.5297,"-72.9531,160.5297"
"7895",-72.9583,160.5125,"-72.9583,160.5125"
"7896",-72.9508,160.4528,"-72.9508,160.4528"
"7897",-72.9525,160.4478,"-72.9525,160.4478"
"7898",-72.955,160.475,"-72.955,160.475"
"7899",-72.9525,160.43,"-72.9525,160.43"
"7900",-72.9514,160.4567,"-72.9514,160.4567"
"7901",-72.9872,160.4043,"-72.9872,160.4043"
"7902",-72.9872,160.4047,"-72.9872,160.4047"
"7903",-72.943,160.5098,"-72.943,160.5098"
"7904",-72.9883,160.4053,"-72.9883,160.4053"
"7905",-72.9528,160.4355,"-72.9528,160.4355"
"7906",-72.9888,160.4077,"-72.9888,160.4077"
"7907",-72.9906,160.4108,"-72.9906,160.4108"
"7908",-72.9508,160.454,"-72.9508,160.454"
"7909",-72.9556,160.4342,"-72.9556,160.4342"
"7910",-72.9514,160.4525,"-72.9514,160.4525"
"7911",-72.9547,160.4369,"-72.9547,160.4369"
"7912",-72.9931,160.4131,"-72.9931,160.4131"
"7913",-72.9913,160.417,"-72.9913,160.417"
"7914",-72.9737,160.441,"-72.9737,160.441"
"7915",-72.9536,160.445,"-72.9536,160.445"
"7916",-72.9517,160.4658,"-72.9517,160.4658"
"7917",-72.9997,160.4447,"-72.9997,160.4447"
"7918",-72.9653,160.4311,"-72.9653,160.4311"
"7919",-72.9906,160.4036,"-72.9906,160.4036"
"7920",-72.9402,160.4547,"-72.9402,160.4547"
"7921",-72.9542,160.4364,"-72.9542,160.4364"
"7922",-72.9625,160.4425,"-72.9625,160.4425"
"7923",-72.9892,160.4086,"-72.9892,160.4086"
"7924",-72.9625,160.4369,"-72.9625,160.4369"
"7925",-72.9892,160.4089,"-72.9892,160.4089"
"7926",-72.9967,160.4172,"-72.9967,160.4172"
"7927",-72.9883,160.4086,"-72.9883,160.4086"
"7928",-72.9547,160.44,"-72.9547,160.44"
"7929",-72.9531,160.4636,"-72.9531,160.4636"
"7930",-72.9525,160.5083,"-72.9525,160.5083"
"7931",-72.9511,160.5139,"-72.9511,160.5139"
"7932",-72.9527,160.5012,"-72.9527,160.5012"
"7933",-72.9511,160.5083,"-72.9511,160.5083"
"7934",-72.9894,160.4122,"-72.9894,160.4122"
"7935",-72.9539,160.4336,"-72.9539,160.4336"
"7936",-72.9547,160.4089,"-72.9547,160.4089"
"7937",-72.9894,160.4094,"-72.9894,160.4094"
"7938",-72.9515,160.505,"-72.9515,160.505"
"7939",-72.9527,160.5535,"-72.9527,160.5535"
"7940",-72.9507,160.5083,"-72.9507,160.5083"
"7941",-72.9514,160.5089,"-72.9514,160.5089"
"7942",-72.9513,160.5167,"-72.9513,160.5167"
"7943",-72.987,160.4073,"-72.987,160.4073"
"7944",-72.9583,160.5032,"-72.9583,160.5032"
"7945",-72.9533,160.4808,"-72.9533,160.4808"
"7946",-72.9533,160.4839,"-72.9533,160.4839"
"7947",-72.955,160.4414,"-72.955,160.4414"
"7948",-72.9528,160.4392,"-72.9528,160.4392"
"7949",-72.9536,160.4408,"-72.9536,160.4408"
"7950",-72.9528,160.4403,"-72.9528,160.4403"
"7951",-72.9528,160.4408,"-72.9528,160.4408"
"7952",-72.9533,160.4403,"-72.9533,160.4403"
"7953",-72.9531,160.4825,"-72.9531,160.4825"
"7954",-72.9522,160.5033,"-72.9522,160.5033"
"7955",-72.9528,160.4414,"-72.9528,160.4414"
"7956",-72.9536,160.4461,"-72.9536,160.4461"
"7957",-72.9531,160.4475,"-72.9531,160.4475"
"7958",-72.9525,160.445,"-72.9525,160.445"
"7959",-72.9517,160.455,"-72.9517,160.455"
"7960",-72.9517,160.4592,"-72.9517,160.4592"
"7961",-72.9494,160.465,"-72.9494,160.465"
"7962",-72.9539,160.4483,"-72.9539,160.4483"
"7963",-72.9533,160.5225,"-72.9533,160.5225"
"7964",-72.9522,160.5178,"-72.9522,160.5178"
"7965",-72.955,160.5281,"-72.955,160.5281"
"7966",-72.9533,160.5222,"-72.9533,160.5222"
"7967",-72.9525,160.5203,"-72.9525,160.5203"
"7968",-72.9536,160.5053,"-72.9536,160.5053"
"7969",-72.9494,160.5122,"-72.9494,160.5122"
"7970",-72.9678,160.4775,"-72.9678,160.4775"
"7971",-72.9894,160.4125,"-72.9894,160.4125"
"7972",-72.9889,160.4072,"-72.9889,160.4072"
"7973",-72.9883,160.4067,"-72.9883,160.4067"
"7974",-72.9894,160.4075,"-72.9894,160.4075"
"7975",-72.9886,160.4069,"-72.9886,160.4069"
"7976",-72.9897,160.4058,"-72.9897,160.4058"
"7977",-72.9867,160.4086,"-72.9867,160.4086"
"7978",-72.9897,160.4094,"-72.9897,160.4094"
"7979",-72.9886,160.4089,"-72.9886,160.4089"
"7980",-72.955,160.4339,"-72.955,160.4339"
"7981",-72.9533,160.4778,"-72.9533,160.4778"
"7982",-72.9897,160.4089,"-72.9897,160.4089"
"7983",-72.9892,160.4056,"-72.9892,160.4056"
"7984",-72.9906,160.4056,"-72.9906,160.4056"
"7985",-72.9928,160.4044,"-72.9928,160.4044"
"7986",-72.9917,160.4047,"-72.9917,160.4047"
"7987",-72.9942,160.3975,"-72.9942,160.3975"
"7988",-72.9914,160.4053,"-72.9914,160.4053"
"7989",-72.9914,160.4044,"-72.9914,160.4044"
"7990",-72.9911,160.4058,"-72.9911,160.4058"
"7991",-72.9903,160.405,"-72.9903,160.405"
"7992",-72.9608,160.3189,"-72.9608,160.3189"
"7993",-72.9944,160.4117,"-72.9944,160.4117"
"7994",-72.9947,160.4108,"-72.9947,160.4108"
"7995",-72.9961,160.4256,"-72.9961,160.4256"
"7996",-72.9931,160.4103,"-72.9931,160.4103"
"7997",-72.9767,160.4511,"-72.9767,160.4511"
"7998",-72.9464,160.3783,"-72.9464,160.3783"
"7999",-72.9608,160.5458,"-72.9608,160.5458"
"8000",-72.9906,160.3986,"-72.9906,160.3986"
"8001",-72.9944,160.4017,"-72.9944,160.4017"
"8002",-72.995,160.4,"-72.995,160.4"
"8003",-72.995,160.4019,"-72.995,160.4019"
"8004",-72.995,160.4017,"-72.995,160.4017"
"8005",-72.9947,160.4017,"-72.9947,160.4017"
"8006",-72.9942,160.3994,"-72.9942,160.3994"
"8007",-72.9897,160.3983,"-72.9897,160.3983"
"8008",-72.9925,160.4094,"-72.9925,160.4094"
"8009",-72.9742,160.4536,"-72.9742,160.4536"
"8010",-72.9933,160.4144,"-72.9933,160.4144"
"8011",-72.9919,160.4111,"-72.9919,160.4111"
"8012",-72.9933,160.4078,"-72.9933,160.4078"
"8013",-72.9878,160.4217,"-72.9878,160.4217"
"8014",-72.99,160.4086,"-72.99,160.4086"
"8015",-72.9558,160.435,"-72.9558,160.435"
"8016",-72.9797,160.4864,"-72.9797,160.4864"
"8017",-72.985,160.5033,"-72.985,160.5033"
"8018",-72.9636,160.4978,"-72.9636,160.4978"
"8019",-72.9625,160.5675,"-72.9625,160.5675"
"8020",-72.9625,160.5642,"-72.9625,160.5642"
"8021",-72.9842,160.4869,"-72.9842,160.4869"
"8022",-72.9889,160.4031,"-72.9889,160.4031"
"8023",-72.99,160.4022,"-72.99,160.4022"
"8024",-72.9881,160.4039,"-72.9881,160.4039"
"8025",-72.9625,160.57,"-72.9625,160.57"
"8026",-72.9764,160.5511,"-72.9764,160.5511"
"8027",-72.9522,160.5661,"-72.9522,160.5661"
"8028",-72.9639,160.5581,"-72.9639,160.5581"
"8029",26,119,"26,119"
"8030",44.4333,87.6333,"44.4333,87.6333"
"8031",32.7,128.85,"32.7,128.85"
"8032",29.7,107.4,"29.7,107.4"
"8033",31.6111,-99.9042,"31.6111,-99.9042"
"8034",40.0167,-82.8667,"40.0167,-82.8667"
"8035",32.7,-101.6,"32.7,-101.6"
"8036",32.8333,-102.7333,"32.8333,-102.7333"
"8037",38.6417,-98.8833,"38.6417,-98.8833"
"8038",32.0042,-110.375,"32.0042,-110.375"
"8039",-42.6667,-68.0833,"-42.6667,-68.0833"
"8040",-28.8667,-60.2,"-28.8667,-60.2"
"8041",49.8167,-108.46,"49.8167,-108.46"
"8042",-86.9333,-148.55,"-86.9333,-148.55"
"8043",38.2667,-95.25,"38.2667,-95.25"
"8044",41.2667,1.9167,"41.2667,1.9167"
"8045",33.8633,-103.3467,"33.8633,-103.3467"
"8046",-24.5,115.1833,"-24.5,115.1833"
"8047",63.9167,-139.3333,"63.9167,-139.3333"
"8048",39.6167,-98.7,"39.6167,-98.7"
"8049",22.0183,26.0878,"22.0183,26.0878"
"8050",46.7,32.6,"46.7,32.6"
"8051",-82.5,155.5,"-82.5,155.5"
"8052",39.7,-105.7,"39.7,-105.7"
"8053",41.9667,2.8167,"41.9667,2.8167"
"8054",29.3167,31.2833,"29.3167,31.2833"
"8055",29.6597,20.0861,"29.6597,20.0861"
"8056",30.6583,12.3067,"30.6583,12.3067"
"8057",30.5067,12.215,"30.5067,12.215"
"8058",19.2278,56.1428,"19.2278,56.1428"
"8059",-25.5,18,"-25.5,18"
"8060",-33.6833,121.8,"-33.6833,121.8"
"8061",33.0333,-112.6167,"33.0333,-112.6167"
"8062",-30.3833,147.2,"-30.3833,147.2"
"8063",49.8736,6.5056,"49.8736,6.5056"
"8064",49.6167,-96.55,"49.6167,-96.55"
"8065",-23.9,151.3,"-23.9,151.3"
"8066",36.3,-104,"36.3,-104"
"8067",37.0167,-85.9167,"37.0167,-85.9167"
"8068",48.7167,-97.3,"48.7167,-97.3"
"8069",32.25,-97.7167,"32.25,-97.7167"
"8070",-22.9,138.7167,"-22.9,138.7167"
"8071",56.25,-3.1667,"56.25,-3.1667"
"8072",35.6,-105.8,"35.6,-105.8"
"8073",-34,118.1,"-34,118.1"
"8074",26.1667,90.6,"26.1667,90.6"
"8075",-23.55,15.0333,"-23.55,15.0333"
"8076",35.875,-114.2333,"35.875,-114.2333"
"8077",35.89,-114.1667,"35.89,-114.1667"
"8078",35.8733,-114.2,"35.8733,-114.2"
"8079",35.3733,-116.9083,"35.3733,-116.9083"
"8080",33.1814,-102.4014,"33.1814,-102.4014"
"8081",39.35,-101.6667,"39.35,-101.6667"
"8082",37.435,-98.3183,"37.435,-98.3183"
"8083",41.98,-120.5417,"41.98,-120.5417"
"8084",13.2667,5.4,"13.2667,5.4"
"8085",29.7588,1.8847,"29.7588,1.8847"
"8086",-12.2633,136.8383,"-12.2633,136.8383"
"8087",-18.85,-41.95,"-18.85,-41.95"
"8088",34.8,-103.3167,"34.8,-103.3167"
"8089",37.9667,-102.3333,"37.9667,-102.3333"
"8090",42.9667,-85.7667,"42.9667,-85.7667"
"8091",32.7883,-101.9383,"32.7883,-101.9383"
"8092",35.1667,-107.8833,"35.1667,-107.8833"
"8093",37.4667,-101.4333,"37.4667,-101.4333"
"8094",33.1167,-101.5833,"33.1167,-101.5833"
"8095",-86.7167,-141.5,"-86.7167,-141.5"
"8096",30.3117,-86.1667,"30.3117,-86.1667"
"8097",66,-120,"66,-120"
"8098",38.395,-98.9158,"38.395,-98.9158"
"8099",26.2,25.6667,"26.2,25.6667"
"8100",25.5,25.4167,"25.5,25.4167"
"8101",26.05,25.6667,"26.05,25.6667"
"8102",25.5931,25.5278,"25.5931,25.5278"
"8103",25.8161,25.9142,"25.8161,25.9142"
"8104",26.7656,26.3236,"26.7656,26.3236"
"8105",26.9103,26.1517,"26.9103,26.1517"
"8106",26.5944,25.6222,"26.5944,25.6222"
"8107",27.0306,26.6744,"27.0306,26.6744"
"8108",25.5367,25.6578,"25.5367,25.6578"
"8109",26.0167,25.7333,"26.0167,25.7333"
"8110",28.1057,25.5402,"28.1057,25.5402"
"8111",25.9167,25.6667,"25.9167,25.6667"
"8112",25.1667,25.6667,"25.1667,25.6667"
"8113",25.2832,25.6083,"25.2832,25.6083"
"8114",25.3735,25.7062,"25.3735,25.7062"
"8115",28.1892,25.6217,"28.1892,25.6217"
"8116",26.3782,26.8505,"26.3782,26.8505"
"8117",25.4362,25.4865,"25.4362,25.4865"
"8118",26.1867,25.4557,"26.1867,25.4557"
"8119",26.6167,26.1993,"26.6167,26.1993"
"8120",26.6253,26.1983,"26.6253,26.1983"
"8121",26.7713,26.5428,"26.7713,26.5428"
"8122",26.8258,27.1423,"26.8258,27.1423"
"8123",26.8235,27.1415,"26.8235,27.1415"
"8124",26.3273,27.3367,"26.3273,27.3367"
"8125",25.3458,25.498,"25.3458,25.498"
"8126",31.7617,-110.75,"31.7617,-110.75"
"8127",37.8333,-80.3167,"37.8333,-80.3167"
"8128",39.4913,-112.942,"39.4913,-112.942"
"8129",30.5153,-91.0122,"30.5153,-91.0122"
"8130",21.229,10.7563,"21.229,10.7563"
"8131",20.7145,11.1157,"20.7145,11.1157"
"8132",20.5678,11.3458,"20.5678,11.3458"
"8133",53.2333,27.3333,"53.2333,27.3333"
"8134",39.9333,-99.2167,"39.9333,-99.2167"
"8135",34.3817,-103.3917,"34.3817,-103.3917"
"8136",34.2667,-103.3833,"34.2667,-103.3833"
"8137",33.7167,-102.8167,"33.7167,-102.8167"
"8138",35.0664,-114.0975,"35.0664,-114.0975"
"8139",-85.6667,175,"-85.6667,175"
"8140",-73.0972,75.175,"-73.0972,75.175"
"8141",-73.0967,75.175,"-73.0967,75.175"
"8142",-73.1042,75.1794,"-73.1042,75.1794"
"8143",-73.0981,75.1783,"-73.0981,75.1783"
"8144",-73.0975,75.2047,"-73.0975,75.2047"
"8145",-73.0964,75.2025,"-73.0964,75.2025"
"8146",-73.0897,75.1894,"-73.0897,75.1894"
"8147",-73.0981,75.2092,"-73.0981,75.2092"
"8148",-73.0922,75.1933,"-73.0922,75.1933"
"8149",-73.1139,75.105,"-73.1139,75.105"
"8150",-73.1133,75.1039,"-73.1133,75.1039"
"8151",-73.1039,75.17,"-73.1039,75.17"
"8152",-73.1033,75.1703,"-73.1033,75.1703"
"8153",-73.105,75.1714,"-73.105,75.1714"
"8154",-73.1214,75.1064,"-73.1214,75.1064"
"8155",-73.0969,75.1983,"-73.0969,75.1983"
"8156",-73.0964,75.1842,"-73.0964,75.1842"
"8157",-73.0936,75.1906,"-73.0936,75.1906"
"8158",-73.0839,75.2164,"-73.0839,75.2164"
"8159",-73.0861,75.2342,"-73.0861,75.2342"
"8160",-73.0864,75.2331,"-73.0864,75.2331"
"8161",-73.0858,75.2075,"-73.0858,75.2075"
"8162",-73.0858,75.2083,"-73.0858,75.2083"
"8163",-73.0839,75.2083,"-73.0839,75.2083"
"8164",-73.0775,75.2753,"-73.0775,75.2753"
"8165",-73.075,75.2553,"-73.075,75.2553"
"8166",-73.0692,75.2769,"-73.0692,75.2769"
"8167",-73.0731,75.2689,"-73.0731,75.2689"
"8168",-73.0706,75.2656,"-73.0706,75.2656"
"8169",-73.0744,75.2742,"-73.0744,75.2742"
"8170",-73.0858,75.22,"-73.0858,75.22"
"8171",-73.1142,75.1689,"-73.1142,75.1689"
"8172",-73.1042,75.1678,"-73.1042,75.1678"
"8173",-73.1033,75.1736,"-73.1033,75.1736"
"8174",-73.1081,75.2042,"-73.1081,75.2042"
"8175",-73.0989,75.175,"-73.0989,75.175"
"8176",-73.1056,75.1706,"-73.1056,75.1706"
"8177",-73.1436,75.0575,"-73.1436,75.0575"
"8178",-73.1631,75.0547,"-73.1631,75.0547"
"8179",-73.1347,75.0428,"-73.1347,75.0428"
"8180",-73.1053,75.1522,"-73.1053,75.1522"
"8181",-73.0064,75.1922,"-73.0064,75.1922"
"8182",-72.9944,75.2078,"-72.9944,75.2078"
"8183",-72.9939,75.2125,"-72.9939,75.2125"
"8184",-72.9917,75.2106,"-72.9917,75.2106"
"8185",-72.9986,75.2361,"-72.9986,75.2361"
"8186",-72.9994,75.2281,"-72.9994,75.2281"
"8187",-73.0003,75.2022,"-73.0003,75.2022"
"8188",-72.9944,75.2094,"-72.9944,75.2094"
"8189",-72.9997,75.2097,"-72.9997,75.2097"
"8190",-72.9917,75.2278,"-72.9917,75.2278"
"8191",-73.0172,75.2556,"-73.0172,75.2556"
"8192",-73.01,75.2278,"-73.01,75.2278"
"8193",-73.0161,75.1861,"-73.0161,75.1861"
"8194",-72.9989,75.1972,"-72.9989,75.1972"
"8195",-72.9986,75.1981,"-72.9986,75.1981"
"8196",-72.9969,75.2061,"-72.9969,75.2061"
"8197",-72.9944,75.2056,"-72.9944,75.2056"
"8198",-72.9942,75.2053,"-72.9942,75.2053"
"8199",-72.9931,75.2,"-72.9931,75.2"
"8200",-72.9992,75.2278,"-72.9992,75.2278"
"8201",-72.9972,75.2194,"-72.9972,75.2194"
"8202",-72.9944,75.2167,"-72.9944,75.2167"
"8203",-72.9967,75.2197,"-72.9967,75.2197"
"8204",-72.9969,75.2231,"-72.9969,75.2231"
"8205",-72.9992,75.2389,"-72.9992,75.2389"
"8206",-72.9861,75.2319,"-72.9861,75.2319"
"8207",-72.995,75.2058,"-72.995,75.2058"
"8208",-72.9956,75.2078,"-72.9956,75.2078"
"8209",-72.9992,75.2028,"-72.9992,75.2028"
"8210",-72.9989,75.2042,"-72.9989,75.2042"
"8211",-72.9983,75.1958,"-72.9983,75.1958"
"8212",-72.9989,75.2128,"-72.9989,75.2128"
"8213",-72.9958,75.2097,"-72.9958,75.2097"
"8214",-72.9958,75.2067,"-72.9958,75.2067"
